"","X","ensgene","name","module","mm"
"12576",12576,"FAM134B","uc003jfs.3","lightcyan",0.368939893148533
"12582",12582,"GUSBP1","uc011cnn.1","skyblue",0.140301828619924
"12583",12583,"GUSBP1","uc003jgf.3","white",0.227781952935649
"12584",12584,"GUSBP1","uc003jgg.4","paleturquoise",0.14723985313579
"12585",12585,"GUSBP1","uc010iub.3","paleturquoise",0.307876486454396
"12600",12600,"SUB1","uc003jhs.2","darkgreen",0.47017288844922
"12601",12601,"SUB1","uc003jht.2","brown",0.179964339192016
"12606",12606,"RAD1","uc003jiw.3","skyblue",0.192068191964057
"12607",12607,"RAD1","uc003jiy.3","skyblue3",0.140091629631014
"12608",12608,"BRIX1","uc003jiz.3","white",0.128963793978783
"12609",12609,"BRIX1","uc011col.1","lightgreen",0.10149190845751
"12610",12610,"BRIX1","uc003jja.3","darkturquoise",0.226131193395618
"12615",12615,"SKP2","uc003jkc.2","greenyellow",0.305973646462932
"12616",12616,"SKP2","uc011cou.2","orangered4",0.122881094568643
"12632",12632,"PRKAA1","uc003jmb.3","plum1",0.121402805835961
"12633",12633,"PRKAA1","uc003jmc.3","saddlebrown",0.261386849823735
"12647",12647,"NIM1","uc003jno.4","orange",0.193278778817739
"12648",12648,"NIM1","uc031sjg.1","white",0.13822536260517
"12667",12667,"Metazoa_SRP","uc021xyl.1","salmon",0.463424637329327
"12671",12671,"DHX29","uc003jpx.3","turquoise",0.241734016005513
"12672",12672,"DHX29","uc010ivw.3","greenyellow",0.24096430739603
"12698",12698,"IPO11","uc003jtc.3","darkred",0.176537546774367
"12699",12699,"IPO11","uc011cqr.2","greenyellow",0.186402497638843
"12706",12706,"PPWD1","uc011cqv.3","cyan",0.143265613192771
"12707",12707,"PPWD1","uc003jtv.5","skyblue3",0.176982896947867
"12708",12708,"PPWD1","uc011cqw.3","orangered4",0.192399333018039
"12710",12710,"TRAPPC13","uc010iwu.1","salmon",0.127309966048123
"12711",12711,"TRAPPC13","uc010iwv.3","darkgrey",0.168736859536422
"12712",12712,"TRAPPC13","uc003juc.4","skyblue",0.271786765256721
"12719",12719,"MAST4","uc003jus.3","paleturquoise",0.168153552195561
"12720",12720,"MAST4","uc003juu.1","orangered4",0.246669614597633
"12721",12721,"MAST4","uc003juw.3","darkorange",0.17709975459652
"12733",12733,"RAD17","uc003jwk.3","white",0.159101925721405
"12734",12734,"RAD17","uc003jwl.3","lightyellow",0.235648847202926
"12741",12741,"SMA4","uc011crg.2","saddlebrown",0.355873097382357
"12748",12748,"SMA4","uc003jyk.3","salmon",0.50797373143836
"12749",12749,"SMA4","uc021yaa.1","green",0.261195811661623
"12750",12750,"SMA4","uc003jyo.1","skyblue",0.280045886667833
"12755",12755,"GTF2H2","uc003kay.1","violet",0.158260641873148
"12756",12756,"GTF2H2","uc003kaz.3","greenyellow",0.172332531262953
"12757",12757,"SMA4","uc011crw.1","royalblue",0.4426598741803
"12759",12759,"MCCC2","uc010iyv.1","darkorange",0.119208900985631
"12760",12760,"MCCC2","uc003kbs.4","black",0.231211122987611
"12762",12762,"MAP1B","uc010iyx.1","pink",0.370037096388639
"12763",12763,"MAP1B","uc003kbw.4","sienna3",0.659645937146428
"12771",12771,"BTF3","uc003kcr.1","skyblue",0.202417320209781
"12772",12772,"BTF3","uc003kcq.1","violet",0.585598207080942
"12777",12777,"HEXB","uc003kdd.3","grey60",0.178193765748551
"12778",12778,"HEXB","uc003kdf.4","skyblue3",0.265024689276292
"12779",12779,"HEXB","uc010izi.1","magenta",0.346133092008866
"12780",12780,"GFM2","uc003kdh.1","darkorange",0.205499492419529
"12781",12781,"GFM2","uc010izj.1","magenta",0.147721771004851
"12783",12783,"GFM2","uc003kdj.1","darkmagenta",0.202509370319821
"12784",12784,"NSA2","uc031skg.1","turquoise",0.162061466588928
"12785",12785,"NSA2","uc003kdk.2","green",0.262785265638835
"12800",12800,"PDE8B","uc003kfa.3","tan",0.146084202736695
"12801",12801,"PDE8B","uc003kfd.3","magenta",0.179208483868591
"12804",12804,"Mir_584","uc021yas.1","blue",0.619743096929345
"12815",12815,"MTX3","uc003kge.4","orangered4",0.248667054110221
"12816",12816,"MTX3","uc010jag.3","pink",0.134190961312457
"12821",12821,"FAM151B","uc003kgv.2","yellow",0.0796465401800861
"12822",12822,"FAM151B","uc010jal.2","lightgreen",0.15875551708719
"12830",12830,"SSBP2","uc003khp.4","darkorange",0.140017659260777
"12831",12831,"SSBP2","uc003kho.4","salmon",0.184063220532132
"12844",12844,"TMEM161B-AS1","uc021ybc.1","darkgrey",0.184935113288686
"12845",12845,"TMEM161B-AS1","uc003kje.3","black",0.226812453883524
"12864",12864,"ARSK","uc003klc.3","greenyellow",0.284488730190573
"12865",12865,"ARSK","uc003kld.3","lightgreen",0.213344224342448
"12870",12870,"CAST","uc003klx.3","orangered4",0.153255717562868
"12871",12871,"CAST","uc011cuq.2","pink",0.139449984756322
"12872",12872,"CAST","uc003kma.2","grey60",0.255643927500832
"12889",12889,"C5orf30","uc003kog.1","orange",0.270022800128794
"12890",12890,"C5orf30","uc003koh.1","skyblue",0.143276379088698
"12893",12893,"FBXL17","uc011cvc.2","brown",0.318140022390283
"12894",12894,"FBXL17","uc003kon.4","lightgreen",0.162263302804294
"12899",12899,"7SK","uc021yce.1","violet",0.319875832997378
"12909",12909,"EPB41L4A","uc003kpu.1","darkgrey",0.170465360692362
"12910",12910,"EPB41L4A","uc003kpw.1","orangered4",0.260936050010688
"12916",12916,"YTHDC2","uc010jce.2","greenyellow",0.304163511069912
"12917",12917,"YTHDC2","uc010jcf.2","plum1",0.0931010662835516
"12918",12918,"YTHDC2","uc003kqn.3","purple",0.213674837986427
"12925",12925,"TMED7","uc011cwd.2","darkturquoise",0.293555096467052
"12926",12926,"TMED7","uc003krf.3","salmon",0.27861105912325
"12928",12928,"ATG12","uc031sku.1","orangered4",0.140227629500439
"12929",12929,"ATG12","uc003krh.3","lightcyan",0.257531152578684
"12936",12936,"HSD17B4","uc003ksj.3","darkgrey",0.335763020369306
"12937",12937,"HSD17B4","uc010jcn.2","saddlebrown",0.248535220964504
"12955",12955,"FLJ33630","uc003kun.3","skyblue3",0.254444539395977
"12956",12956,"FLJ33630","uc003kuq.1","skyblue",0.217868510462125
"12957",12957,"FLJ33630","uc003kur.3","darkgrey",0.2465386268465
"12982",12982,"AFF4","uc003kyd.3","brown",0.407976026481737
"12983",12983,"AFF4","uc003kye.1","darkgrey",0.289417429056186
"12984",12984,"AFF4","uc003kyf.4","magenta",0.148796361166078
"12992",12992,"CDKL3","uc011cxo.1","saddlebrown",0.148099915782195
"12993",12993,"CDKL3","uc011cxp.1","pink",0.202856406257729
"13009",13009,"SPOCK1","uc003lbo.3","paleturquoise",0.352141525935737
"13010",13010,"SPOCK1","uc003lbp.3","lightyellow",0.45470881843007
"13017",13017,"BRD8","uc003lcg.3","magenta",0.219524848060939
"13018",13018,"BRD8","uc003lci.3","saddlebrown",0.20483194799885
"13019",13019,"BRD8","uc010jes.1","orangered4",0.181876978164215
"13028",13028,"CTNNA1","uc003ldh.3","tan",0.453567863776673
"13030",13030,"CTNNA1","uc003ldl.3","orange",0.317733039401509
"13033",13033,"SNORA74","uc021yec.1","pink",0.440763268910722
"13035",13035,"MATR3","uc003ldw.3","darkorange",0.265740307562135
"13036",13036,"MATR3","uc003ldx.3","brown",0.413505957564759
"13037",13037,"MATR3","uc003ldy.3","turquoise",0.196568036690157
"13038",13038,"MATR3","uc011czb.2","plum1",0.185965795190256
"13039",13039,"MATR3","uc003leb.3","turquoise",0.197739897155626
"13043",13043,"UBE2D2","uc003leq.3","orangered4",0.257252647216631
"13044",13044,"UBE2D2","uc003ler.3","violet",0.208559783276028
"13054",13054,"ANKHD1","uc010jfk.3","magenta",0.134417010983901
"13055",13055,"ANKHD1","uc003lfq.2","plum1",0.230896488371491
"13056",13056,"ANKHD1","uc003lfr.3","lightyellow",0.156542495579239
"13058",13058,"APBB3","uc003lgb.1","pink",0.132088018991465
"13059",13059,"APBB3","uc003lgc.1","turquoise",0.210730438344805
"13066",13066,"HARS2","uc010jfv.1","blue",0.144545955640959
"13067",13067,"HARS2","uc003lgx.3","greenyellow",0.141003116930827
"13132",13132,"PPP2R2B","uc003lof.5","darkred",0.167519016187255
"13133",13133,"PPP2R2B","uc003loi.5","darkmagenta",0.216660081065127
"13134",13134,"PPP2R2B","uc011dbv.3","turquoise",0.307699434414546
"13137",13137,"DPYSL3","uc003lon.1","darkorange",0.479873705809732
"13138",13138,"DPYSL3","uc003loo.3","lightgreen",0.132059296868133
"13144",13144,"FBXO38","uc003lpg.2","darkmagenta",0.099633020556435
"13145",13145,"FBXO38","uc031slt.1","salmon",0.137501429017076
"13166",13166,"RPS14","uc003lsh.3","lightyellow",0.135332501023913
"13167",13167,"RPS14","uc003lsi.3","green",0.67937403825167
"13171",13171,"DCTN4","uc010jhi.3","saddlebrown",0.117579871089328
"13172",13172,"DCTN4","uc003lsv.3","turquoise",0.337472561745018
"13185",13185,"G3BP1","uc010jhy.1","skyblue",0.143816458022877
"13186",13186,"G3BP1","uc003lun.3","lightyellow",0.151221401379796
"13187",13187,"G3BP1","uc003lum.3","skyblue",0.192062978401147
"13191",13191,"GRIA1","uc003luy.4","darkorange",0.231868087870978
"13192",13192,"GRIA1","uc003luz.4","white",0.209632168343159
"13193",13193,"GRIA1","uc011dcw.2","darkgrey",0.206626844402287
"13213",13213,"CLINT1","uc003lxg.2","darkturquoise",0.103556919238044
"13214",13214,"CLINT1","uc003lxh.2","yellowgreen",0.188229300667573
"13215",13215,"CLINT1","uc011ddv.2","skyblue3",0.135751197555436
"13228",13228,"ATP10B","uc003lyo.2","plum1",0.23494605805912
"13229",13229,"ATP10B","uc003lyp.2","darkturquoise",0.164613577415576
"13230",13230,"Mir_544","uc021yhf.1","saddlebrown",0.181851138818036
"13231",13231,"GABRB2","uc003lyr.1","white",0.218749774272001
"13232",13232,"GABRB2","uc003lys.1","orange",0.160868499199643
"13233",13233,"GABRB2","uc011dei.1","magenta",0.190805232603379
"13236",13236,"CCNG1","uc003lzb.3","skyblue3",0.26155192749311
"13237",13237,"CCNG1","uc003lzc.3","white",0.197458026784239
"13249",13249,"SPDL1","uc010jjj.3","saddlebrown",0.178534924365083
"13250",13250,"SPDL1","uc003mae.4","skyblue",0.192402701398125
"13262",13262,"ERGIC1","uc003mbw.4","red",0.131519919624223
"13264",13264,"ERGIC1","uc003mbz.4","darkturquoise",0.147043113211472
"13269",13269,"CREBRF","uc003mch.3","brown",0.436370964943203
"13270",13270,"CREBRF","uc011dfd.1","turquoise",0.170017220733913
"13284",13284,"KIAA1191","uc003mdw.3","violet",0.134774245502867
"13285",13285,"KIAA1191","uc003mdy.3","orangered4",0.123473161980621
"13289",13289,"CLTB","uc003meh.4","steelblue",0.260473014983447
"13290",13290,"CLTB","uc011dfn.3","orange",0.173067019511626
"13292",13292,"RNF44","uc003mek.1","magenta",0.181051860820497
"13293",13293,"RNF44","uc011dfo.1","plum1",0.228898364417681
"13333",13333,"RUFY1","uc003mkc.2","skyblue",0.175225125752507
"13334",13334,"RUFY1","uc003mkd.2","lightyellow",0.179204111938368
"13335",13335,"HNRNPH1","uc021yjd.1","yellow",0.174640820280268
"13336",13336,"HNRNPH1","uc003mke.4","darkolivegreen",0.32982975687955
"13337",13337,"HNRNPH1","uc003mkh.4","yellowgreen",0.131539527650094
"13346",13346,"RNF130","uc003mll.1","royalblue",0.498646793796886
"13347",13347,"RNF130","uc003mlm.1","greenyellow",0.229945504170353
"13358",13358,"GNB2L1","uc003mni.1","green",0.818357195906276
"13359",13359,"GNB2L1","uc011dhk.1","skyblue",0.149159680479049
"13360",13360,"GNB2L1","uc011dhl.2","pink",0.218595419766178
"13368",13368,"EXOC2","uc003mte.4","darkorange",0.124097427636308
"13369",13369,"EXOC2","uc003mtd.4","turquoise",0.185396435876451
"13381",13381,"TUBB2A","uc003mvc.3","sienna3",0.650243944908485
"13383",13383,"TUBB2A","uc011dhu.1","yellow",0.369123923334598
"13384",13384,"PSMG4","uc003mvj.4","yellowgreen",0.10368299651978
"13385",13385,"PSMG4","uc010jnl.1","darkmagenta",0.169936270969123
"13386",13386,"PSMG4","uc010jnm.1","darkgrey",0.147544185653334
"13394",13394,"CDYL","uc011dhx.2","greenyellow",0.23829216508083
"13395",13395,"CDYL","uc011dhy.2","green",0.254466140399965
"13397",13397,"LYRM4","uc003mwp.3","orangered4",0.250424213113743
"13398",13398,"LYRM4","uc021ykw.1","plum1",0.172096978493143
"13418",13418,"SYCP2L","uc003mzo.3","plum1",0.321693451890022
"13419",13419,"SYCP2L","uc010jow.3","blue",0.169492774332299
"13432",13432,"GFOD1","uc003nas.2","darkgrey",0.231777036197412
"13433",13433,"GFOD1","uc003nat.2","steelblue",0.310347381575493
"13434",13434,"GFOD1","uc003nau.3","saddlebrown",0.301550366326444
"13444",13444,"ATXN1","uc003nbt.3","lightcyan",0.194011405985551
"13445",13445,"ATXN1","uc010jpj.1","greenyellow",0.248980732023665
"13468",13468,"ALDH5A1","uc003nef.3","lightyellow",0.170497603946206
"13469",13469,"ALDH5A1","uc003neg.3","black",0.322471074767555
"13478",13478,"Y_RNA","uc021ymp.1","yellow",0.946017672886073
"13501",13501,"HIST1H4H","uc003nhl.1","magenta",0.253328458588783
"13502",13502,"HIST1H4H","uc003nhm.2","darkolivegreen",0.43639126808998
"13520",13520,"ZNF184","uc010jqv.3","skyblue",0.123021195093593
"13521",13521,"ZNF184","uc003nji.3","grey60",0.518675822138514
"13529",13529,"HIST1H2BN","uc003njt.1","paleturquoise",0.280550792199315
"13530",13530,"HIST1H2BN","uc003njv.3","plum1",0.217370416925446
"13546",13546,"TRIM27","uc003nlr.3","skyblue",0.171560687164923
"13547",13547,"TRIM27","uc003nlt.1","magenta",0.165324420935777
"13572",13572,"FLOT1","uc003nrm.3","turquoise",0.264742144797169
"13573",13573,"FLOT1","uc011dmr.2","darkgrey",0.179685307360283
"13592",13592,"DDAH2","uc003nwp.3","magenta",0.170325881396073
"13593",13593,"DDAH2","uc003nwq.3","skyblue",0.166299123727337
"13627",13627,"BRD2","uc003ocn.4","greenyellow",0.138610177461357
"13628",13628,"BRD2","uc003oco.3","skyblue",0.167522528594852
"13629",13629,"BRD2","uc003ocp.4","paleturquoise",0.246439534900494
"13630",13630,"BRD2","uc010juh.3","red",0.117737067313908
"13631",13631,"BRD2","uc021ywf.1","darkgrey",0.265377646931843
"13637",13637,"SLC39A7","uc003odf.3","skyblue",0.152657199924408
"13638",13638,"SLC39A7","uc003odg.3","lightcyan",0.13334630657092
"13640",13640,"RING1","uc011dqx.1","white",0.159740259661091
"13641",13641,"RING1","uc003odk.3","darkgrey",0.226142770296206
"13647",13647,"PFDN6","uc010jup.2","darkgrey",0.213598500719497
"13648",13648,"PFDN6","uc003odt.2","plum1",0.173986252061716
"13649",13649,"PFDN6","uc021ywk.1","lightcyan",0.116553137692642
"13652",13652,"TAPBP","uc003odx.2","red",0.236787855343255
"13653",13653,"TAPBP","uc010jut.2","white",0.170457941164347
"13673",13673,"RPS10","uc003ojm.3","darkred",0.174571866705633
"13674",13674,"RPS10","uc003ojn.3","green",0.76093279912741
"13690",13690,"BRPF3","uc003olv.4","plum1",0.169993712316011
"13691",13691,"BRPF3","uc010jwc.3","lightgreen",0.127465500409727
"13698",13698,"MTCH1","uc003ond.2","darkorange",0.36627268400078
"13699",13699,"MTCH1","uc003onc.2","greenyellow",0.210624429671557
"13707",13707,"BTBD9","uc010jwv.3","yellow",0.165274576410534
"13708",13708,"BTBD9","uc003ooa.4","lightgreen",0.165108577530553
"13709",13709,"BTBD9","uc010jwx.3","greenyellow",0.2608026147535
"13728",13728,"TAF8","uc003orr.3","salmon",0.199894345922858
"13729",13729,"TAF8","uc003ors.3","skyblue",0.145514362226659
"13730",13730,"TAF8","uc003ort.3","pink",0.188683308452938
"13743",13743,"MEA1","uc010jyc.1","salmon",0.189142177963679
"13745",13745,"MEA1","uc003otk.3","darkred",0.25254396801878
"13746",13746,"KLHDC3","uc003otl.3","brown",0.373720933480404
"13747",13747,"KLHDC3","uc003oto.3","darkturquoise",0.231158893966347
"13750",13750,"MRPL2","uc003ots.1","skyblue",0.17447922833638
"13751",13751,"MRPL2","uc003ott.4","greenyellow",0.127515125511799
"13772",13772,"SLC29A1","uc003owu.1","red",0.168350228939224
"13773",13773,"SLC29A1","uc011dvq.2","orange",0.161338596357101
"13774",13774,"HSP90AB1","uc003oxa.2","darkgreen",0.67584502623582
"13775",13775,"HSP90AB1","uc003oxb.2","purple",0.311454740792266
"13776",13776,"HSP90AB1","uc003oxc.2","violet",0.272755979359928
"13792",13792,"GPR116","uc011dwk.1","darkmagenta",0.229631779728295
"13793",13793,"GPR116","uc003oyq.3","skyblue3",0.211372528806435
"13818",13818,"DST","uc003pcv.4","darkgrey",0.287244391687886
"13819",13819,"DST","uc003pcx.4","darkgrey",0.242684824860021
"13820",13820,"DST","uc003pda.4","tan",0.213776202743016
"13825",13825,"BAG2","uc003pdr.3","darkorange",0.161122306714991
"13826",13826,"BAG2","uc011dxo.2","skyblue",0.241700552650375
"13840",13840,"FAM135A","uc003pfi.3","darkgrey",0.133949834685427
"13841",13841,"FAM135A","uc003pfj.3","plum1",0.174872243799203
"13842",13842,"FAM135A","uc003pfo.1","paleturquoise",0.130350476140363
"13860",13860,"SENP6","uc003pid.4","white",0.134348655140413
"13861",13861,"SENP6","uc003pie.4","lightgreen",0.187856201538055
"13862",13862,"SENP6","uc003pif.1","violet",0.312509095384699
"13888",13888,"SYNCRIP","uc003pku.3","plum1",0.21133004946471
"13889",13889,"SYNCRIP","uc003pky.3","darkgrey",0.249313197388283
"13890",13890,"SYNCRIP","uc003pla.2","violet",0.0901469994842977
"13914",13914,"LYRM2","uc010kcf.1","purple",0.121801114699008
"13916",13916,"LYRM2","uc003pnl.4","darkturquoise",0.122775251019285
"13917",13917,"LYRM2","uc003pnm.3","blue",0.142879139138604
"13918",13918,"MDN1","uc003pnn.1","greenyellow",0.209365183679349
"13919",13919,"MDN1","uc003pno.1","white",0.182055722127088
"13920",13920,"MDN1","uc003pnp.1","darkred",0.129365830523314
"13939",13939,"PNISR","uc003ppo.4","magenta",0.303963877227523
"13940",13940,"PNISR","uc011eag.2","saddlebrown",0.191921195880082
"13941",13941,"PNISR","uc003ppr.2","orange",0.158210082156015
"13950",13950,"Metazoa_SRP","uc021zdn.1","salmon",0.159493651306626
"13980",13980,"CDK19","uc003puh.1","orange",0.284635193477691
"13981",13981,"CDK19","uc003pui.1","royalblue",0.170801403766491
"13985",13985,"RPF2","uc003pun.3","blue",0.147546222685818
"13986",13986,"RPF2","uc003puo.3","turquoise",0.152083924105652
"14015",14015,"GOPC","uc003pxu.3","brown",0.140918494104484
"14016",14016,"GOPC","uc003pxv.3","darkturquoise",0.212311019622642
"14020",14020,"CEP85L","uc003pxz.2","steelblue",0.17313096144706
"14021",14021,"CEP85L","uc003pya.2","darkgrey",0.265685700451942
"14024",14024,"CEP85L","uc011ebl.1","darkturquoise",0.108450522202642
"14032",14032,"HSF2","uc003pyu.2","saddlebrown",0.142769715379179
"14033",14033,"HSF2","uc003pyv.2","darkorange",0.241398902451242
"14037",14037,"SMPDL3A","uc003pzg.3","darkgrey",0.166104882851191
"14038",14038,"SMPDL3A","uc003pzh.3","lightgreen",0.226797211747275
"14045",14045,"NCOA7","uc003qaf.3","greenyellow",0.266148380863954
"14046",14046,"NCOA7","uc003qag.3","lightyellow",0.308380735105174
"14047",14047,"NCOA7","uc003qah.3","brown",0.348305991111672
"14048",14048,"7SK","uc021zeq.1","saddlebrown",0.194837700483056
"14058",14058,"PTPRK","uc003qbk.3","darkmagenta",0.183474935795238
"14059",14059,"PTPRK","uc003qbl.1","darkmagenta",0.323077176646389
"14060",14060,"PTPRK","uc011ebv.1","lightgreen",0.190544423289285
"14064",14064,"Mir_562","uc021zfh.1","yellow",0.984220676241087
"14090",14090,"MAP3K5","uc003qhc.3","steelblue",0.205926998774638
"14091",14091,"MAP3K5","uc011edk.1","black",0.240262206047878
"14092",14092,"MAP3K5","uc010kgw.1","orange",0.163740323304798
"14107",14107,"7SK","uc021zgf.1","pink",0.244863436898599
"14111",14111,"AIG1","uc003qjg.3","white",0.24340098469346
"14112",14112,"AIG1","uc003qjh.3","violet",0.163701451945109
"14113",14113,"AIG1","uc003qji.3","lightyellow",0.14627957176681
"14137",14137,"TAB2","uc003qmj.3","saddlebrown",0.195456658258268
"14138",14138,"TAB2","uc010kib.2","lightcyan",0.151136148906322
"14139",14139,"TAB2","uc003qmk.4","plum1",0.211235872341183
"14146",14146,"LATS1","uc003qmu.2","lightgreen",0.176140608563528
"14147",14147,"LATS1","uc003qmv.2","purple",0.195938717013815
"14159",14159,"RMND1","uc011eeq.2","plum1",0.148326753048397
"14160",14160,"RMND1","uc003qoi.3","turquoise",0.170224501483542
"14163",14163,"SYNE1","uc003qor.4","white",0.282850688258924
"14164",14164,"SYNE1","uc003qot.4","white",0.209695415143861
"14165",14165,"SYNE1","uc010kiy.1","darkgrey",0.169299520927534
"14166",14166,"SYNE1","uc031sqk.1","orange",0.165972741972235
"14167",14167,"SYNE1","uc003qox.1","darkmagenta",0.492191881033721
"14186",14186,"SYNJ2","uc003qqy.2","lightgreen",0.238281377382534
"14187",14187,"SYNJ2","uc010kjo.1","lightgreen",0.375396778567016
"14188",14188,"SYNJ2","uc003qra.2","darkorange",0.188023941404491
"14204",14204,"TCP1","uc003qsr.3","brown",0.356096004635516
"14205",14205,"TCP1","uc003qss.3","purple",0.390026683534827
"14228",14228,"RPS6KA2","uc003qvb.1","lightgreen",0.335315680502708
"14229",14229,"RPS6KA2","uc003qvd.1","plum1",0.133160334815896
"14232",14232,"FGFR1OP","uc003qvj.3","tan",0.18394647768541
"14233",14233,"FGFR1OP","uc003qvk.3","skyblue",0.130456108366184
"14235",14235,"MLLT4","uc003qwc.2","lightcyan",0.255981596716945
"14236",14236,"MLLT4","uc021zij.1","lightyellow",0.19592624488614
"14237",14237,"MLLT4","uc021zim.1","lightcyan",0.181903939792629
"14248",14248,"FAM120B","uc003qxo.1","saddlebrown",0.192839494287141
"14249",14249,"FAM120B","uc011ehd.2","greenyellow",0.125471257119369
"14250",14250,"FAM120B","uc010kla.1","darkturquoise",0.169398861111953
"14256",14256,"PRKAR1B","uc003siu.2","steelblue",0.669446560130482
"14257",14257,"PRKAR1B","uc021zyk.1","sienna3",0.357924686639251
"14270",14270,"PSMG3","uc003skx.2","purple",0.255174530472525
"14271",14271,"PSMG3","uc011jvx.1","lightyellow",0.16921641305776
"14277",14277,"EIF3B","uc003sly.3","saddlebrown",0.30658356030029
"14278",14278,"EIF3B","uc003sma.3","turquoise",0.167870890210397
"14279",14279,"EIF3B","uc003smb.3","darkgrey",0.186123249638621
"14290",14290,"RNF216P1","uc003snp.4","skyblue",0.200178000282167
"14291",14291,"RNF216P1","uc003snq.4","darkorange",0.216879786519528
"14293",14293,"WIPI2","uc003snx.3","lightcyan",0.0978877997217919
"14294",14294,"WIPI2","uc003sny.3","darkgrey",0.137199861484729
"14295",14295,"WIPI2","uc003snz.3","lightcyan",0.096515442197646
"14321",14321,"ZNF12","uc011jxa.1","darkturquoise",0.180919432704462
"14322",14322,"ZNF12","uc003sqt.1","salmon",0.161641459446322
"14331",14331,"ICA1","uc003srn.5","orange",0.170898649071881
"14332",14332,"ICA1","uc003srr.4","cyan",0.142754160013637
"14333",14333,"ICA1","uc003srs.2","darkred",0.261860546532352
"14345",14345,"BZW2","uc003stj.2","greenyellow",0.331372751315721
"14346",14346,"BZW2","uc003stn.1","brown",0.123715439036951
"14362",14362,"KLHL7","uc003svq.3","saddlebrown",0.154650216260511
"14363",14363,"KLHL7","uc003svr.4","orange",0.228767743761817
"14364",14364,"KLHL7","uc003svs.4","darkred",0.17322263528127
"14365",14365,"NUPL2","uc011jyw.2","greenyellow",0.129140512656099
"14366",14366,"NUPL2","uc011jyx.3","orangered4",0.219308122042024
"14373",14373,"CCDC126","uc003swl.3","lightgreen",0.207530665837458
"14374",14374,"CCDC126","uc003swn.3","darkturquoise",0.179319326341822
"14400",14400,"SCRN1","uc010kvp.3","darkolivegreen",0.280619318450888
"14401",14401,"SCRN1","uc011jzy.2","yellow",0.0736449939620833
"14402",14402,"SCRN1","uc003tak.3","steelblue",0.75719801182364
"14403",14403,"SCRN1","uc011kaa.2","sienna3",0.142889838204633
"14406",14406,"C7orf41","uc011kab.1","lightcyan",0.168523627302329
"14407",14407,"C7orf41","uc003tar.1","royalblue",0.794910887899213
"14410",14410,"GGCT","uc003taz.3","magenta",0.207309327039287
"14411",14411,"GGCT","uc003tba.3","darkmagenta",0.270372297472416
"14412",14412,"GGCT","uc003tbc.3","orange",0.147540659270061
"14424",14424,"AVL9","uc003tcv.1","darkorange",0.194369224125028
"14425",14425,"AVL9","uc011kai.2","plum1",0.143148607283494
"14426",14426,"AVL9","uc010kwj.1","orange",0.150394007525081
"14451",14451,"ELMO1","uc003tfi.2","skyblue",0.124270334626737
"14452",14452,"ELMO1","uc003tfj.2","violet",0.30767765500753
"14453",14453,"ELMO1","uc010kxg.2","orangered4",0.222342974712821
"14478",14478,"COA1","uc031sxb.1","salmon",0.270292695962676
"14479",14479,"COA1","uc003tin.2","darkred",0.239169701718438
"14480",14480,"BLVRA","uc010kxv.3","orangered4",0.207292739465088
"14481",14481,"BLVRA","uc003tir.3","skyblue",0.202857772233368
"14486",14486,"POLR2J4","uc003tjc.2","yellowgreen",0.180963331090221
"14487",14487,"POLR2J4","uc010kxw.2","greenyellow",0.19037712100723
"14498",14498,"CAMK2B","uc003tkp.2","midnightblue",0.388547812904711
"14499",14499,"CAMK2B","uc003tks.2","lightyellow",0.121897578512699
"14500",14500,"CAMK2B","uc003tku.2","paleturquoise",0.148604135507389
"14503",14503,"TMED4","uc003tli.3","turquoise",0.292986981511047
"14504",14504,"TMED4","uc003tlk.3","orangered4",0.239689648316019
"14509",14509,"PPIA","uc003tlw.3","darkgreen",0.573159104043848
"14510",14510,"PPIA","uc003tlx.3","greenyellow",0.373737208525054
"14521",14521,"SEPT7P2","uc003tnh.3","orangered4",0.216105979260688
"14522",14522,"SEPT7P2","uc003tnf.4","pink",0.121532275755248
"14535",14535,"COBL","uc003tpo.4","purple",0.163007207596747
"14536",14536,"COBL","uc003tps.3","lightcyan",0.195753802735733
"14537",14537,"COBL","uc003tpt.3","purple",0.142527211267176
"14544",14544,"EGFR","uc003tqk.3","black",0.13896306908447
"14545",14545,"EGFR","uc011kco.2","black",0.266448641261863
"14546",14546,"EGFR","uc003tqn.3","red",0.124015542275315
"14558",14558,"SUMF2","uc011kcw.2","red",0.197928611701539
"14559",14559,"SUMF2","uc011kcy.2","white",0.147509485455029
"14560",14560,"SUMF2","uc003trx.3","lightyellow",0.156547958553515
"14561",14561,"SUMF2","uc011kda.2","skyblue3",0.119809288562724
"14578",14578,"INTS4","uc031sxo.1","white",0.20837521778961
"14592",14592,"LOC493754","uc010lac.3","skyblue",0.201894307247689
"14593",14593,"LOC493754","uc011kdx.2","orangered4",0.311524189781729
"14595",14595,"RABGEF1","uc003tvg.3","orange",0.242220095568856
"14596",14596,"RABGEF1","uc003tvh.3","lightgreen",0.145625071936686
"14597",14597,"RABGEF1","uc011kee.2","turquoise",0.18798673356105
"14601",14601,"PMS2P4","uc003tvo.3","skyblue",0.204213405452013
"14603",14603,"PMS2P4","uc003tvr.5","salmon",0.37052703897982
"14604",14604,"PMS2P4","uc003tvs.5","plum1",0.149833492787938
"14607",14607,"AUTS2","uc003tvv.4","purple",0.147749059277611
"14608",14608,"AUTS2","uc003tvw.4","paleturquoise",0.175654219600056
