"","X","ensgene","name","module","mm"
"4125",4125,"ARL6IP4","uc001uee.3","darkgrey",0.164820633943881
"4192",4192,"ZMYM2","uc001umq.3","plum1",0.2000591396642
"4193",4193,"ZMYM2","uc001umt.3","saddlebrown",0.141240841907751
"4195",4195,"ZMYM2","uc001umv.3","magenta",0.188253583106748
"4205",4205,"ZDHHC20","uc001uoa.2","lightcyan",0.136118191285081
"4206",4206,"ZDHHC20","uc001uod.3","lightyellow",0.315525918641806
"4207",4207,"ZDHHC20","uc001uoc.3","orangered4",0.105851638207216
"4208",4208,"ZDHHC20","uc001uoe.3","cyan",0.300111801224222
"4209",4209,"ZDHHC20","uc010tcs.2","darkorange",0.105048739176221
"4228",4228,"NUPL1","uc001uqg.1","grey60",0.211647079919912
"4229",4229,"NUPL1","uc001uqi.3","grey60",0.233873313589774
"4230",4230,"NUPL1","uc001uqj.3","lightyellow",0.206906838789297
"4242",4242,"MTIF3","uc001urh.3","lightcyan",0.10501780712049
"4243",4243,"MTIF3","uc001urj.3","turquoise",0.128985188129394
"4254",4254,"KATNAL1","uc001uss.4","darkorange",0.145092881865336
"4255",4255,"KATNAL1","uc001ust.4","orangered4",0.225892929918899
"4260",4260,"HSPH1","uc001utj.3","steelblue",0.549777408915996
"4261",4261,"HSPH1","uc001utk.3","purple",0.727481727245676
"4262",4262,"HSPH1","uc010aax.1","purple",0.611917097478049
"4273",4273,"PDS5B","uc001uun.3","skyblue",0.140747691490267
"4274",4274,"PDS5B","uc010abf.3","brown",0.591991617790448
"4275",4275,"PDS5B","uc010teb.2","darkgrey",0.20979423387163
"4276",4276,"STARD13","uc001uuv.3","lightcyan",0.24885222654794
"4277",4277,"STARD13","uc001uuw.3","lightyellow",0.144422335487308
"4283",4283,"SPG20","uc001uvn.3","yellowgreen",0.216608408315468
"4284",4284,"SPG20","uc001uvo.3","darkorange",0.125699717162995
"4285",4285,"SPG20","uc001uvp.2","orangered4",0.244179033460922
"4291",4291,"SUPT20H","uc001uwd.3","violet",0.156099183211007
"4292",4292,"SUPT20H","uc001uwi.3","pink",0.220884952742594
"4316",4316,"U6","uc021riu.1","darkturquoise",0.243023988293265
"4323",4323,"ENOX1","uc001uza.4","darkmagenta",0.208357159325803
"4324",4324,"ENOX1","uc001uzc.4","greenyellow",0.268903572509702
"4325",4325,"ENOX1","uc010tfm.1","greenyellow",0.290454206600469
"4328",4328,"SERP2","uc021riy.1","orangered4",0.126819382601427
"4329",4329,"SERP2","uc001uzj.3","darkred",0.362780184282089
"4354",4354,"NUDT15","uc001vbv.3","orangered4",0.220934522225687
"4355",4355,"NUDT15","uc001vbw.1","magenta",0.172032703225088
"4360",4360,"LPAR6","uc001vcc.1","plum1",0.130292304413923
"4361",4361,"LPAR6","uc010acu.3","red",0.240243534990349
"4362",4362,"LPAR6","uc001vcf.3","plum1",0.169638087229656
"4396",4396,"HNRNPA1L2","uc001vgx.1","skyblue",0.122141852308793
"4397",4397,"HNRNPA1L2","uc001vgy.1","magenta",0.131559530859652
"4417",4417,"DIS3","uc001viy.4","purple",0.115623355386603
"4418",4418,"DIS3","uc001vix.4","skyblue",0.145995737502367
"4419",4419,"DIS3","uc001viz.3","pink",0.22153224818257
"4446",4446,"Mir_548","uc021rky.1","darkturquoise",0.179157549515044
"4468",4468,"Metazoa_SRP","uc021rlo.1","salmon",0.470109607022816
"4477",4477,"DOCK9","uc001vnq.2","lightyellow",0.47095989947293
"4478",4478,"DOCK9","uc001vnw.2","greenyellow",0.247449318730825
"4479",4479,"DOCK9","uc001vnv.1","darkmagenta",0.426795445618692
"4481",4481,"7SK","uc021rlx.1","pink",0.397556138016135
"4500",4500,"TEX30","uc001vpn.3","orange",0.205671025362002
"4501",4501,"TEX30","uc001vpo.3","plum1",0.157360853055066
"4505",4505,"ERCC5","uc010tjb.2","skyblue",0.159196539825229
"4506",4506,"ERCC5","uc001vpw.3","salmon",0.195673875504006
"4512",4512,"LIG4","uc001vqn.3","skyblue",0.127301629068965
"4513",4513,"LIG4","uc001vqp.3","greenyellow",0.265725877811854
"4526",4526,"ARHGEF7","uc001vrs.2","darkmagenta",0.167294546130862
"4527",4527,"ARHGEF7","uc001vrr.2","grey60",0.332436629279354
"4528",4528,"ARHGEF7","uc010tjo.2","saddlebrown",0.153008844592044
"4532",4532,"TUBGCP3","uc001vse.1","paleturquoise",0.119423821307567
"4533",4533,"TUBGCP3","uc001vsg.1","lightyellow",0.204768739661855
"4538",4538,"CUL4A","uc021rmv.1","white",0.296271480568842
"4540",4540,"CUL4A","uc010tjz.2","skyblue",0.132190410008859
"4544",4544,"TMCO3","uc001vtt.4","darkgrey",0.138664253473962
"4545",4545,"TMCO3","uc001vtu.4","black",0.231533334690758
"4551",4551,"UPF3A","uc001vup.3","saddlebrown",0.185907952741022
"4552",4552,"UPF3A","uc001vuq.3","darkturquoise",0.21408515458578
"4553",4553,"UPF3A","uc001vur.3","orangered4",0.168683124292111
"4560",4560,"PARP2","uc001vxb.1","plum1",0.169282195146592
"4561",4561,"PARP2","uc010tle.2","purple",0.107375569095552
"4571",4571,"NDRG2","uc001vyt.3","lightyellow",0.367472801384876
"4572",4572,"NDRG2","uc001vyv.3","lightyellow",0.374480265829489
"4573",4573,"NDRG2","uc001vyw.3","black",0.214513297040133
"4574",4574,"NDRG2","uc001vza.3","black",0.571091755642712
"4575",4575,"NDRG2","uc001vyz.3","black",0.479527160319309
"4576",4576,"NDRG2","uc001vzc.3","lightyellow",0.358691694940766
"4577",4577,"NDRG2","uc001vze.3","black",0.414685959784515
"4580",4580,"HNRNPC","uc001vzw.3","brown",0.409478206242948
"4581",4581,"HNRNPC","uc010tlr.2","yellow",0.215016875881695
"4582",4582,"HNRNPC","uc001wae.3","violet",0.407016643539666
"4588",4588,"TOX4","uc001way.3","orangered4",0.134137210724337
"4589",4589,"TOX4","uc001waz.3","white",0.250693392213992
"4590",4590,"TOX4","uc010tlv.2","violet",0.206201298469901
"4599",4599,"PSMB5","uc001wii.3","darkred",0.346264058166395
"4600",4600,"PSMB5","uc010tni.2","magenta",0.271253337781557
"4609",4609,"SLC22A17","uc001wjl.3","sienna3",0.270706464010633
"4610",4610,"SLC22A17","uc010akk.3","violet",0.215141997230998
"4611",4611,"SLC22A17","uc001wjm.3","steelblue",0.757017209342795
"4615",4615,"THTPA","uc001wkb.5","white",0.238317796270567
"4617",4617,"THTPA","uc010akr.4","darkmagenta",0.0967367567826061
"4626",4626,"DCAF11","uc001wlv.3","steelblue",0.0982446131399475
"4627",4627,"DCAF11","uc001wly.3","magenta",0.126216999226349
"4635",4635,"CHMP4A","uc010toc.2","yellowgreen",0.141327674703216
"4636",4636,"CHMP4A","uc001wni.3","violet",0.180741535632162
"4637",4637,"CHMP4A","uc001wnj.4","orangered4",0.223232539979181
"4639",4639,"NEDD8","uc001wnn.2","darkred",0.636419035395038
"4640",4640,"NEDD8","uc001wno.2","greenyellow",0.152997959329914
"4641",4641,"NEDD8","uc001wnp.2","purple",0.2378933047664
"4642",4642,"GMPR2","uc001wnq.1","darkgrey",0.103691459594404
"4643",4643,"GMPR2","uc001wnx.3","skyblue",0.173076274323335
"4644",4644,"TINF2","uc010alm.3","greenyellow",0.197645743870745
"4645",4645,"TINF2","uc001wob.4","grey60",0.16124338798322
"4655",4655,"NOVA1","uc001wpy.3","violet",0.264104835277632
"4656",4656,"NOVA1","uc001wpz.3","turquoise",0.172681105684646
"4663",4663,"G2E3","uc010tpe.1","greenyellow",0.18534524066519
"4664",4664,"G2E3","uc001wqk.2","yellowgreen",0.170319920412769
"4672",4672,"NUBPL","uc001wrk.4","skyblue",0.202443010300568
"4673",4673,"NUBPL","uc021rsb.1","white",0.183089065231316
"4678",4678,"NPAS3","uc001wrs.3","plum1",0.257106895762035
"4679",4679,"NPAS3","uc001wrw.3","magenta",0.255686325337192
"4690",4690,"PSMA6","uc001wtd.3","turquoise",0.249778437688174
"4691",4691,"PSMA6","uc010tpt.2","lightcyan",0.152801017691349
"4698",4698,"MIPOL1","uc010amr.2","pink",0.820052209340263
"4699",4699,"MIPOL1","uc001wub.4","saddlebrown",0.179449115435951
"4700",4700,"MIPOL1","uc001wud.3","saddlebrown",0.160906483144319
"4703",4703,"SEC23A","uc001wup.1","brown",0.301053043761854
"4704",4704,"SEC23A","uc010tqb.1","yellowgreen",0.156759327177349
"4723",4723,"RPS29","uc001wwl.4","yellowgreen",0.233995440644682
"4724",4724,"RPS29","uc001wwm.4","green",0.573921152413655
"4725",4725,"Metazoa_SRP","uc021rsp.1","salmon",0.193604525105137
"4731",4731,"NEMF","uc001wxa.3","darkgrey",0.240574211528743
"4732",4732,"NEMF","uc001wxc.3","turquoise",0.522707491943094
"4733",4733,"NEMF","uc001wxd.1","darkgrey",0.37166493077571
"4734",4734,"Metazoa_SRP","uc021rst.1","sienna3",0.194132378547308
"4759",4759,"PSMC6","uc010tqv.2","greenyellow",0.248546563756679
"4760",4760,"PSMC6","uc010tqx.2","turquoise",0.437528145725017
"4761",4761,"PSMC6","uc001wzy.3","lightgreen",0.166749085789001
"4765",4765,"DDHD1","uc001xag.3","white",0.188381961334664
"4766",4766,"DDHD1","uc001xai.3","skyblue",0.142081273797279
"4767",4767,"DDHD1","uc001xaj.3","grey60",0.199210686892566
"4774",4774,"SOCS4","uc001xbo.3","turquoise",0.106476656020885
"4775",4775,"SOCS4","uc001xbp.3","grey60",0.163135650428729
"4801",4801,"RTN1","uc001xek.2","darkgreen",0.716010529008649
"4802",4802,"RTN1","uc010apl.2","lightcyan",0.146586319306146
"4803",4803,"RTN1","uc001xen.1","steelblue",0.63780197030342
"4826",4826,"SYNE2","uc001xgl.3","skyblue3",0.312233884610679
"4827",4827,"SYNE2","uc010apx.1","pink",0.667439056783156
"4836",4836,"CHURC1","uc001xhw.2","skyblue3",0.152033377201842
"4837",4837,"CHURC1","uc001xhv.3","saddlebrown",0.160255419537627
"4854",4854,"PIGH","uc001xjr.1","orangered4",0.16099832057669
"4855",4855,"PIGH","uc010tsy.1","salmon",0.247058450958207
"4862",4862,"ACTN1","uc001xkk.3","lightyellow",0.181458677928562
"4863",4863,"ACTN1","uc010ttb.2","orangered4",0.298894824011971
"4864",4864,"ACTN1","uc001xkm.3","greenyellow",0.229109738983435
"4869",4869,"SLC39A9","uc021rvg.1","darkmagenta",0.14392792354665
"4870",4870,"SLC39A9","uc001xld.4","lightgreen",0.132625373130888
"4871",4871,"SLC39A9","uc001xle.3","turquoise",0.147398693736685
"4877",4877,"COX16","uc001xmb.3","darkred",0.173347629065028
"4878",4878,"COX16","uc021rvl.1","greenyellow",0.143138504876355
"4895",4895,"RBM25","uc001xnn.4","salmon",0.287950785150437
"4896",4896,"RBM25","uc010ttu.2","red",0.130424000481645
"4898",4898,"BC016143","uc010ttv.2","yellow",0.347247546434072
"4905",4905,"ACOT2","uc001xom.4","darkgrey",0.182409054283817
"4906",4906,"ACOT2","uc001xon.5","white",0.172973546183708
"4924",4924,"AREL1","uc001xqb.3","skyblue",0.103821876623983
"4925",4925,"AREL1","uc001xqd.1","lightyellow",0.138019979973074
"4929",4929,"DLST","uc010tuu.2","lightcyan",0.136270996550872
"4930",4930,"DLST","uc001xqv.2","skyblue",0.261258684629022
"4938",4938,"U2","uc021rwq.1","purple",0.116715949621024
"4942",4942,"TTLL5","uc001xrv.3","yellowgreen",0.0946416598370248
"4943",4943,"TTLL5","uc010ask.2","greenyellow",0.279754069655675
"4944",4944,"TTLL5","uc001xrx.3","lightgreen",0.160566080206012
"4945",4945,"TTLL5","uc001xrz.3","orangered4",0.247323902359911
"4977",4977,"Mir_548","uc021rxd.1","salmon",0.2504770937741
"4987",4987,"TTC8","uc010atg.1","darkmagenta",0.121763485548591
"4988",4988,"TTC8","uc001xxl.3","skyblue",0.234565194534778
"4991",4991,"TDP1","uc001xxz.3","plum1",0.212142388416023
"4992",4992,"TDP1","uc001xyd.1","yellow",0.138800769828877
"5012",5012,"ITPK1","uc001ybe.2","yellowgreen",0.272673758813646
"5013",5013,"ITPK1","uc001ybf.3","yellow",0.157760620612635
"5029",5029,"DICER1","uc001ydv.3","saddlebrown",0.389705117386832
"5030",5030,"DICER1","uc001ydw.2","darkturquoise",0.265437710788549
"5031",5031,"DICER1","uc021sbd.1","paleturquoise",0.266076057867356
"5043",5043,"GSKIP","uc001yfj.5","midnightblue",0.18015584729334
"5044",5044,"GSKIP","uc001yfl.4","plum1",0.160941720937523
"5046",5046,"PAPOLA","uc001yfp.3","tan",0.19602887883228
"5047",5047,"PAPOLA","uc001yfo.3","purple",0.331084756483547
"5051",5051,"SETD3","uc001ygc.3","brown",0.268451966543826
"5052",5052,"SETD3","uc001ygd.3","yellowgreen",0.171072352929645
"5053",5053,"SETD3","uc021sbn.1","plum1",0.233636246789161
"5056",5056,"Y_RNA","uc021sbo.1","yellow",0.928398394180907
"5093",5093,"PPP2R5C","uc001ykj.4","darkmagenta",0.135054391332825
"5095",5095,"PPP2R5C","uc010txs.1","darkgrey",0.1588750991727
"5096",5096,"PPP2R5C","uc001ykn.3","plum1",0.2701441003975
"5099",5099,"HSP90AA1","uc001yku.4","purple",0.345152643276231
"5100",5100,"HSP90AA1","uc001ykv.4","lightyellow",0.331109748706742
"5101",5101,"HSP90AA1","uc001ykw.1","purple",0.293801809520062
"5110",5110,"TRAF3","uc001ymc.2","turquoise",0.211353592857692
"5111",5111,"TRAF3","uc001yme.2","lightyellow",0.219656560746829
"5114",5114,"EIF5","uc001ymq.4","steelblue",0.491529081954314
"5115",5115,"EIF5","uc001ymt.4","tan",0.285288163706493
"5117",5117,"MARK3","uc001ymx.4","lightgreen",0.231854572243798
"5118",5118,"MARK3","uc010awq.3","plum1",0.0978022775474025
"5119",5119,"MARK3","uc001ynd.3","darkgrey",0.145296089291936
"5122",5122,"BAG5","uc001ynh.2","skyblue",0.104417830741634
"5123",5123,"BAG5","uc001ynj.2","brown",0.245952647283568
"5124",5124,"BAG5","uc021seg.1","turquoise",0.16677418775118
"5129",5129,"ZFYVE21","uc001yod.3","black",0.400940303352798
"5130",5130,"ZFYVE21","uc001yoc.3","darkgrey",0.206514880959648
"5131",5131,"ZFYVE21","uc001yoe.3","blue",0.159365512276297
"5140",5140,"AHNAK2","uc001ypx.2","darkorange",0.208183456925912
"5141",5141,"AHNAK2","uc010axc.1","white",0.12212829503431
"5142",5142,"C14orf79","uc001ypy.1","darkmagenta",0.171482525139887
"5143",5143,"C14orf79","uc001ypz.1","lightyellow",0.143900454041888
"5147",5147,"MTA1","uc001yqx.3","greenyellow",0.279214018432315
"5148",5148,"MTA1","uc001yqz.1","darkorange",0.0969528242510072
"5149",5149,"MTA1","uc001yrb.3","darkorange",0.129276229142407
"5169",5169,"SNRPN","uc001ywp.1","orangered4",0.121741839070007
"5170",5170,"SNRPN","uc001ywq.1","darkred",0.166808625860574
"5172",5172,"SNRPN","uc021sga.1","darkgrey",0.119347887719941
"5173",5173,"SNURF-SNRPN","uc001yxc.3","darkgreen",0.549117152065395
"5179",5179,"SNURF-SNRPN","uc001yxh.1","darkred",0.248439037564148
"5182",5182,"SNURF-SNRPN","uc001yxm.1","magenta",0.15431333594202
"5211",5211,"UBE3A","uc001zar.3","brown",0.263264666276561
"5212",5212,"UBE3A","uc001zas.3","white",0.175592641260081
"5223",5223,"WHAMMP2","uc010azf.3","orangered4",0.211432426644067
"5224",5224,"WHAMMP2","uc010azh.1","orangered4",0.259772566569465
"5225",5225,"WHAMMP2","uc010azi.1","plum1",0.193091014586641
"5228",5228,"APBA2","uc010uat.2","orangered4",0.191465869061886
"5229",5229,"APBA2","uc001zck.3","turquoise",0.31495516897873
"5230",5230,"APBA2","uc001zcm.1","lightgreen",0.268042143399661
"5271",5271,"FAM98B","uc001zkb.1","magenta",0.284317031677743
"5272",5272,"FAM98B","uc001zkc.3","violet",0.207319758769756
"5289",5289,"DNAJC17","uc001zms.2","skyblue",0.291075153600058
"5291",5291,"DNAJC17","uc010bca.2","greenyellow",0.17956220183501
"5292",5292,"ZFYVE19","uc031qrk.1","plum1",0.140133161120779
"5293",5293,"ZFYVE19","uc001zmu.1","orangered4",0.152126875339247
"5318",5318,"LRRC57","uc001zqd.2","skyblue",0.162007793930259
"5319",5319,"LRRC57","uc001zqc.3","greenyellow",0.182711546900727
"5329",5329,"Y_RNA","uc021sjv.1","yellow",0.979207462643369
"5333",5333,"TP53BP1","uc001zrp.3","lightyellow",0.156733510231796
"5334",5334,"TP53BP1","uc001zrs.3","yellowgreen",0.231631606240941
"5335",5335,"TP53BP1","uc010udq.1","darkgrey",0.165121620183606
"5344",5344,"PDIA3","uc001zsu.3","tan",0.399810646021283
"5345",5345,"PDIA3","uc010ued.2","turquoise",0.234719802700654
"5351",5351,"CASC4","uc010bdu.2","plum1",0.3109049207042
"5352",5352,"CASC4","uc001zto.2","darkturquoise",0.128492993887308
"5353",5353,"CASC4","uc001ztp.3","brown",0.311692046837949
"5354",5354,"CASC4","uc001ztq.3","black",0.349762209964748
"5356",5356,"EIF3J-AS1","uc021skh.1","darkturquoise",0.148541217825097
"5357",5357,"EIF3J-AS1","uc001ztu.3","darkgrey",0.108604373616665
"5361",5361,"B2M","uc010uek.1","paleturquoise",0.417497731716409
"5362",5362,"B2M","uc001zuc.3","green",0.581717481201757
"5379",5379,"DUT","uc001zws.3","white",0.435209495280431
"5380",5380,"DUT","uc001zww.3","turquoise",0.152879621626198
"5392",5392,"Metazoa_SRP","uc021skv.1","salmon",0.159268319153558
"5397",5397,"USP8","uc001zym.4","skyblue",0.160800094004118
"5398",5398,"USP8","uc001zyl.4","darkmagenta",0.224560623374302
"5399",5399,"USP8","uc001zyn.4","lightcyan",0.182333731923908
"5407",5407,"DMXL2","uc002abc.3","greenyellow",0.284801280516514
"5408",5408,"DMXL2","uc002abd.3","magenta",0.140418170551989
"5409",5409,"DMXL2","uc002abg.3","plum1",0.15101921002111
"5411",5411,"LYSMD2","uc002abi.3","white",0.498537525611778
"5412",5412,"LYSMD2","uc002abj.3","darkmagenta",0.211817563163163
"5445",5445,"SLTM","uc002afo.3","black",0.167010655090836
"5446",5446,"SLTM","uc002afp.3","darkgrey",0.191860920685947
"5452",5452,"BNIP2","uc010uhb.2","darkturquoise",0.245223232874644
"5453",5453,"BNIP2","uc010uhc.2","turquoise",0.160932365951024
"5458",5458,"VPS13C","uc002agz.3","magenta",0.20663505739885
"5459",5459,"VPS13C","uc002ahb.2","darkorange",0.160777718166589
"5460",5460,"VPS13C","uc002ahc.2","darkturquoise",0.119381812771762
"5461",5461,"TLN2","uc002alb.4","orange",0.328656899091754
"5462",5462,"TLN2","uc002alc.4","lightgreen",0.188676371300429
"5463",5463,"TPM1","uc002alp.3","pink",0.168304332951658
"5464",5464,"TPM1","uc010uif.2","skyblue3",0.296695544289573
"5465",5465,"TPM1","uc002als.3","darkmagenta",0.265417864639478
"5473",5473,"HERC1","uc002amp.3","turquoise",0.38586677374026
"5474",5474,"HERC1","uc010uil.1","darkred",0.27033210930727
"5475",5475,"HERC1","uc002amq.1","darkgrey",0.175961999132896
"5506",5506,"RPL4","uc002apv.3","green",0.586174290144673
"5507",5507,"RPL4","uc010ujq.2","greenyellow",0.143344614861448
"5509",5509,"AAGAB","uc002aqk.5","darkmagenta",0.125718287897047
"5510",5510,"AAGAB","uc010uju.3","greenyellow",0.162066854410732
"5514",5514,"PIAS1","uc010ujx.2","magenta",0.199176186731851
"5515",5515,"PIAS1","uc002aqz.3","violet",0.471533021798654
"5528",5528,"LRRC49","uc002asu.3","greenyellow",0.209150621913699
"5530",5530,"LRRC49","uc002asx.3","skyblue3",0.202311741181113
"5534",5534,"PKM","uc002atr.1","yellow",0.261212430491123
"5535",5535,"PKM","uc010bit.1","pink",0.48878878314511
"5536",5536,"PKM","uc002atx.2","sienna3",0.63516774233157
"5556",5556,"UBL7","uc002axw.1","orangered4",0.263198280630145
"5557",5557,"UBL7","uc002axy.1","saddlebrown",0.193838512439905
"5568",5568,"FAM219B","uc002azh.4","plum1",0.195938199486747
"5569",5569,"FAM219B","uc002azg.2","blue",0.114004468563722
"5580",5580,"BC016143","uc002bam.4","yellow",0.253015437129809
"5587",5587,"NRG4","uc002bbo.3","white",0.141861566471388
"5588",5588,"NRG4","uc010bkm.1","lightyellow",0.142212782042191
"5596",5596,"HMG20A","uc002bcq.1","darkturquoise",0.128684087239005
"5597",5597,"HMG20A","uc002bcr.3","brown",0.145096140065685
"5598",5598,"HMG20A","uc002bcs.3","violet",0.107642441952027
"5609",5609,"PSMA4","uc002bdu.4","salmon",0.226548302644295
"5610",5610,"PSMA4","uc002bdw.4","greenyellow",0.149766718996343
"5612",5612,"MORF4L1","uc010blj.2","skyblue",0.172677317582201
"5613",5613,"MORF4L1","uc002bel.4","darkgrey",0.243266050488607
"5615",5615,"RASGRF1","uc002beo.3","lightgreen",0.192860690837119
"5616",5616,"RASGRF1","uc002bep.3","darkturquoise",0.234121599792016
"5617",5617,"RASGRF1","uc010blm.1","lightgreen",0.306537280623444
"5629",5629,"KIAA1199","uc002bfw.1","skyblue3",0.757908788286041
"5630",5630,"KIAA1199","uc010unn.1","orange",0.250186303334954
"5651",5651,"SH3GL3","uc010uot.1","greenyellow",0.148133854276143
"5652",5652,"SH3GL3","uc002bjx.3","royalblue",0.180046740692957
"5653",5653,"SH3GL3","uc002bju.3","brown",0.144441121565834
"5671",5671,"MRPL46","uc002bmi.1","yellowgreen",0.189767128130629
"5672",5672,"MRPL46","uc002bmj.2","salmon",0.231990408591991
"5673",5673,"MRPS11","uc002bml.3","skyblue",0.167812949471894
"5674",5674,"MRPS11","uc010bnj.3","darkturquoise",0.131719388866465
"5688",5688,"C15orf38","uc002bot.1","darkgrey",0.219182436799602
"5689",5689,"C15orf38","uc002bou.2","purple",0.145983911707493
"5692",5692,"IDH2","uc010uqb.2","black",0.237141606477214
"5693",5693,"IDH2","uc002box.3","steelblue",0.443173432007658
"5697",5697,"NGRN","uc002bpf.1","pink",0.314562194450819
"5698",5698,"NGRN","uc002bpg.1","steelblue",0.529440267918185
"5723",5723,"ARRDC4","uc002bui.4","red",0.404582092595084
"5724",5724,"ARRDC4","uc010bom.3","tan",0.250690495274427
"5731",5731,"Y_RNA","uc021sxk.1","lightyellow",0.194746397746641
"5769",5769,"NME4","uc021szp.1","purple",0.164733229084342
"5770",5770,"NME4","uc002cgz.3","darkred",0.143433678497322
"5804",5804,"HAGH","uc002cmz.3","darkred",0.142886936501563
"5805",5805,"HAGH","uc002cna.3","darkgrey",0.332153566483574
"5809",5809,"NDUFB10","uc002cni.2","darkred",0.325151667645948
"5810",5810,"NDUFB10","uc002cnj.2","darkgrey",0.182309587538928
"5835",5835,"TBC1D24","uc002cql.3","turquoise",0.195822696267243
"5836",5836,"TBC1D24","uc010bsm.3","lightyellow",0.170259779999411
"5837",5837,"ATP6V0C","uc021tav.1","violet",0.593003970040582
"5838",5838,"ATP6V0C","uc002cqn.3","steelblue",0.566098948103303
"5841",5841,"PDPK1","uc002cqs.4","brown",0.329396976640258
"5842",5842,"PDPK1","uc002cqu.4","skyblue",0.194269926081944
"5850",5850,"SRRM2","uc002crk.3","magenta",0.304191294259403
"5851",5851,"SRRM2","uc010bsu.1","violet",0.335241379247266
"5852",5852,"TCEB2","uc002crm.3","darkorange",0.208211610242445
"5853",5853,"TCEB2","uc002crn.3","darkred",0.499437840571803
"5898",5898,"RBFOX1","uc002cyt.2","magenta",0.225125349899205
"5899",5899,"RBFOX1","uc002cyv.1","darkgrey",0.318185423409977
"5900",5900,"RBFOX1","uc002cyw.2","midnightblue",0.396168708555025
"5903",5903,"ABAT","uc002czc.4","black",0.358224012281492
"5904",5904,"ABAT","uc002czd.4","white",0.172388636222046
"5905",5905,"ABAT","uc010bui.3","saddlebrown",0.161183210152953
"5923",5923,"RSL1D1","uc002dbp.1","grey60",0.137156192438507
"5924",5924,"RSL1D1","uc010buw.2","turquoise",0.196493332481429
"5929",5929,"ERCC4","uc010bva.3","orangered4",0.32085581397536
"5930",5930,"ERCC4","uc002dce.2","skyblue",0.230251070777345
"5959",5959,"RPS15A","uc002dfh.1","red",0.364189521633447
"5960",5960,"RPS15A","uc002dfk.1","black",0.106085345739637
"5965",5965,"COQ7","uc002dfr.3","steelblue",0.143632662185537
"5966",5966,"COQ7","uc002dfs.3","saddlebrown",0.201495769968018
"5970",5970,"GDE1","uc002dgh.3","lightyellow",0.250289809908107
"5971",5971,"GDE1","uc002dgi.3","skyblue",0.267201400805236
"5987",5987,"NPIPL3","uc021tei.1","paleturquoise",0.239062152331951
"5988",5988,"NPIPL3","uc021tem.1","orangered4",0.173603893918358
"5991",5991,"NPIPL3","uc010bwu.1","salmon",0.251256237094679
"5996",5996,"U6","uc021tep.1","yellow",0.971677060869218
"6007",6007,"POLR3E","uc002dkj.2","yellowgreen",0.260427784766136
"6008",6008,"POLR3E","uc002dkk.4","lightyellow",0.131117430481953
"6054",6054,"SULT1A1","uc002dqi.3","yellowgreen",0.119738084005991
"6055",6055,"SULT1A1","uc002dqm.3","greenyellow",0.161624542034265
"6066",6066,"BOLA2","uc002dso.3","blue",0.149366308314026
"6068",6068,"BOLA2","uc002dss.3","greenyellow",0.200044289679678
"6072",6072,"QPRT","uc002dto.3","plum1",0.178064061707562
"6073",6073,"QPRT","uc010vdu.2","darkgrey",0.161873784484697
"6076",6076,"KIF22","uc002dts.4","plum1",0.158666520063729
"6077",6077,"KIF22","uc002frc.1","skyblue",0.17003916418788
"6086",6086,"TMEM219","uc002duy.2","violet",0.185219781865067
"6087",6087,"TMEM219","uc010bzk.1","yellowgreen",0.162638922042286
"6088",6088,"TMEM219","uc010bzl.1","plum1",0.146303438384248
"6091",6091,"INO80E","uc002dvg.1","darkgrey",0.189017950143873
"6092",6092,"INO80E","uc002dvh.1","paleturquoise",0.132481158558195
"6149",6149,"VPS35","uc002eed.3","paleturquoise",0.156076060521281
"6150",6150,"VPS35","uc002eef.4","turquoise",0.444264201461112
"6162",6162,"SIAH1","uc002efn.1","saddlebrown",0.276470490880039
"6163",6163,"SIAH1","uc002efo.1","grey60",0.174161739001502
"6168",6168,"HEATR3","uc021thv.1","skyblue",0.18359290904111
"6169",6169,"HEATR3","uc002efx.3","lightgreen",0.163892642566437
"6170",6170,"HEATR3","uc021thw.1","orangered4",0.156640880829274
"6176",6176,"CYLD","uc002ego.3","darkturquoise",0.147284333627083
"6177",6177,"CYLD","uc010cbs.1","orangered4",0.256677322547922
"6178",6178,"CYLD","uc002egq.1","cyan",0.227210268952165
"6179",6179,"CYLD","uc002egs.1","skyblue",0.139323076732269
"6180",6180,"CYLD","uc021tib.1","midnightblue",0.161383660923239
"6182",6182,"CHD9","uc002egy.3","lightcyan",0.121571748218581
"6183",6183,"CHD9","uc002egz.1","violet",0.410048491009648
"6184",6184,"CHD9","uc002ehb.3","white",0.153586561139241
"6185",6185,"Y_RNA","uc021tij.1","plum1",0.125000925684662
"6206",6206,"NUP93","uc002eka.3","plum1",0.18955044561826
"6207",6207,"NUP93","uc002ekb.3","cyan",0.248857517922316
"6208",6208,"NUP93","uc010vhi.2","greenyellow",0.200195360973791
"6209",6209,"HERPUD1","uc002eke.2","grey60",0.225978574869253
"6210",6210,"HERPUD1","uc002ekh.1","paleturquoise",0.217272791697951
"6218",6218,"CIAPIN1","uc002ell.1","tan",0.150739200104031
"6219",6219,"CIAPIN1","uc010vhm.1","orangered4",0.149666392159984
"6220",6220,"COQ9","uc002elq.3","black",0.255342291116258
"6221",6221,"COQ9","uc002els.3","darkmagenta",0.195882191328722
"6234",6234,"NDRG4","uc002enk.3","plum1",0.157465579119125
"6235",6235,"NDRG4","uc002enp.3","sienna3",0.601284161329424
"6236",6236,"NDRG4","uc002enq.1","purple",0.173126919605424
